 Time, Input, Delta Input, Velocity, Acceleration ,Voltage,Delta Voltage,RPM,RPM per s
11.190033,-1,0,-1590.710252,3082.371901,-11.85,0,-4772.130756,9247.115703
11.199764,-1,0,-1623.903865,-3319.361276,-11.85,0,-4871.711595,-9958.083828
11.210343,-1,0,-1621.796951,210.691387,-11.85,0,-4865.390853,632.074161
11.219785,-1,0,-1605.780811,1601.61401,-11.85,0,-4817.342433,4804.84203
11.229784,-1,0,-1606.425703,-64.489189,-11.85,0,-4819.277109,-193.467567
11.239807,-1,0,-1654.396559,-4797.085604,-11.85,0,-4963.189677,-14391.256812
11.250082,-1,0,-1615.769914,3862.664449,-11.85,0,-4847.309742,11587.993347
11.259793,-1,0,-1634.387513,-1861.759892,-11.85,0,-4903.162539,-5585.279676
11.269923,-1,0,-1639.075561,-468.80481,-11.85,0,-4917.226683,-1406.41443
11.279772,-1,0,-1641.362331,-228.676935,-11.85,0,-4924.086993,-686.030805
11.289989,-1,0,-1639.478646,188.368494,-11.85,0,-4918.435938,565.105482
11.299761,-1,0,-1594.260662,4521.798417,-11.85,0,-4782.781986,13565.395251
11.310054,-1,0,-1642.17095,-4791.028838,-11.85,0,-4926.51285,-14373.086514
11.319769,-1,0,-1605.136437,3703.45134,-11.85,0,-4815.409311,11110.35402
11.329904,-1,0,-1619.564337,-1442.79006,-11.85,0,-4858.693011,-4328.37018
11.339758,-1,0,-1622.060016,-249.567903,-11.85,0,-4866.180048,-748.703709
11.34996,-1,0,-1591.469722,3059.029393,-11.85,0,-4774.409166,9177.088179
11.359762,-1,0,-1624.299521,-3282.979854,-11.85,0,-4872.898563,-9848.939562
11.369898,-1,0,-1655.766206,-3146.668498,-11.85,0,-4967.298618,-9440.005494
11.379752,-1,0,-1594.260662,6150.554419,-11.85,0,-4782.781986,18451.663257
11.389903,-1,0,-1605.007624,-1074.696217,-11.85,0,-4815.022872,-3224.088651
11.399759,-1,0,-1595.532509,947.511481,-11.85,0,-4786.597527,2842.534443
11.409853,-1,0,-1625.75191,-3021.940128,-11.85,0,-4877.25573,-9065.820384
11.419772,-1,0,-1617.730324,802.15859,-11.85,0,-4853.190972,2406.47577
11.429916,-1,0,-1617.730324,0,-11.85,0,-4853.190972,0
11.439786,-1,0,-1619.695497,-196.517289,-11.85,0,-4859.086491,-589.551867
11.449977,-1,0,-1620.614213,-91.871554,-11.85,0,-4861.842639,-275.614662
11.45979,-1,0,-1594.387755,2622.645768,-11.85,0,-4783.163265,7867.937304
11.469849,-1,0,-1631.055293,-3666.753767,-11.85,0,-4893.165879,-11000.261301
11.479788,-1,0,-1603.977865,2707.742767,-11.85,0,-4811.933595,8123.228301
11.489932,-1,0,-1619.170984,-1519.311935,-11.85,0,-4857.512952,-4557.935805
11.499761,-1,0,-1621.533971,-236.298668,-11.85,0,-4864.601913,-708.896004
11.509904,-1,0,-1658.237294,-3670.332262,-11.85,0,-4974.711882,-11010.996786
11.519802,-1,0,-1625.75191,3248.53835,-11.85,0,-4877.25573,9745.61505
11.530081,-1,0,-1603.334937,2241.697359,-11.85,0,-4810.004811,6725.092077
11.539779,-1,0,-1595.405233,792.970374,-11.85,0,-4786.215699,2378.911122
11.549832,-1,0,-1607.200257,-1179.502422,-11.85,0,-4821.600771,-3538.507266
11.55977,-1,0,-1595.787122,1141.313515,-11.85,0,-4787.361366,3423.940545
11.569792,-1,0,-1626.148467,-3036.134536,-11.85,0,-4878.445401,-9108.403608
11.579776,-1,0,-1618.908855,723.961192,-11.85,0,-4856.726565,2171.883576
11.589818,-1,0,-1617.337862,157.099355,-11.85,0,-4852.013586,471.298065
11.599797,-1,0,-1619.957881,-262.001922,-11.85,0,-4859.873643,-786.005766
11.610213,-1,0,-1636.795155,-1683.727399,-11.85,0,-4910.385465,-5051.182197
11.619766,-0.914063,8.59375,-1594.387755,4240.739998,-10.83164655,101.8359375,-4783.163265,12722.219994
11.629817,-0.914063,0,-1604.235181,-984.742578,-10.83164655,0,-4812.705543,-2954.227734
11.639777,-0.671875,24.21875,-1590.330789,1390.439207,-7.96171875,286.9921875,-4770.992367,4171.317621
11.650099,-0.671875,0,-1510.345869,7998.49196,-7.96171875,0,-4531.037607,23995.47588
11.659763,-0.03125,64.0625,-1376.462491,13388.337781,-0.3703125,759.140625,-4129.387473,40165.013343
11.669848,-0.03125,0,-1358.695652,1776.683922,-0.3703125,0,-4076.086956,5330.051766
11.679765,0.511811,54.306102,-1309.243257,4945.239478,6.06496035,643.5273087,-3927.729771,14835.718434
11.689849,0.511811,0,-989.609104,31963.415299,6.06496035,0,-2968.827312,95890.245897
11.699763,1,48.818898,-407.456453,58215.265131,11.85,578.5039413,-1222.369359,174645.795393
11.709915,1,0,-60.914324,34654.212909,11.85,0,-182.742972,103962.638727
11.719798,1,0,664.010624,72492.494817,11.85,0,1992.031872,217477.484451
11.730116,1,0,1018.174413,35416.378911,11.85,0,3054.523239,106249.136733
11.739758,1,0,1207.583625,18940.921189,11.85,0,3622.750875,56822.763567
11.74997,1,0,1375.799684,16821.60584,11.85,0,4127.399052,50464.81752
11.759758,1,0,1424.602892,4880.320838,11.85,0,4273.808676,14640.962514
11.769855,1,0,1455.180442,3057.755043,11.85,0,4365.541326,9173.265129
11.77978,1,0,1513.088213,5790.777067,11.85,0,4539.264639,17372.331201
11.789912,1,0,1557.147306,4405.909309,11.85,0,4671.441918,13217.727927
11.799799,1,0,1578.905818,2175.851213,11.85,0,4736.717454,6527.553639
11.810006,1,0,1619.957881,4105.206283,11.85,0,4859.873643,12315.618849
11.81977,1,0,1580.65281,-3930.507148,11.85,0,4741.95843,-11791.521444
11.829763,1,0,1608.492842,2784.00326,11.85,0,4825.478526,8352.00978
11.83979,1,0,1634.521085,2602.824312,11.85,0,4903.563255,7808.472936
11.850059,1,0,1587.427574,-4709.351171,11.85,0,4762.282722,-14128.053513
11.859821,1,0,1559.940722,-2748.685136,11.85,0,4679.822166,-8246.055408
11.870032,1,0,1597.316508,3737.578601,11.85,0,4791.949524,11212.735803
11.879758,1,0,1567.275292,-3004.121636,11.85,0,4701.825876,-9012.364908
11.889914,1,0,1646.361541,7908.624909,11.85,0,4939.084623,23725.874727
11.89977,1,0,1579.5293,-6683.224073,11.85,0,4738.5879,-20049.672219
11.909928,1,0,1631.454442,5192.514137,11.85,0,4894.363326,15577.542411
11.919793,1,0,1617.076326,-1437.811563,11.85,0,4851.228978,-4313.434689
11.929793,1,0,1568.38143,-4869.489564,11.85,0,4705.14429,-14608.468692
11.939778,1,0,1633.45312,6507.168953,11.85,0,4900.35936,19521.506859
11.949847,1,0,1599.87201,-3358.110966,11.85,0,4799.61603,-10074.332898
11.959775,1,0,1630.922287,3105.027631,11.85,0,4892.766861,9315.082893
11.969939,1,0,1602.307323,-2861.496401,11.85,0,4806.921969,-8584.489203
11.979783,1,0,1625.223468,2291.614568,11.85,0,4875.670404,6874.843704
11.990445,1,0,1585.162875,-4006.059274,11.85,0,4755.488625,-12018.177822
11.999758,1,0,1596.551449,1138.857338,11.85,0,4789.654347,3416.572014
12.010158,1,0,1649.348507,5279.705847,11.85,0,4948.045521,15839.117541
12.019757,1,0,1604.492579,-4485.592812,11.85,0,4813.477737,-13456.778436
12.030168,1,0,1626.412946,2192.036703,11.85,0,4879.238838,6576.110109
12.039764,1,0,1648.125258,2171.231127,11.85,0,4944.375774,6513.693381
12.049959,1,0,1619.302081,-2882.317672,11.85,0,4857.906243,-8646.953016
12.059754,1,0,1631.188321,1188.623989,11.85,0,4893.564963,3565.871967
12.069823,1,0,1601.40924,-2977.908056,11.85,0,4804.22772,-8933.724168
12.079768,1,0,1624.167614,2275.837397,11.85,0,4872.502842,6827.512191
12.09007,1,0,1565.802865,-5836.474868,11.85,0,4697.408595,-17509.424604
12.099774,1,0,1598.593238,3279.037253,11.85,0,4795.779714,9837.111759
12.110077,1,0,1650.982334,5238.909654,11.85,0,4952.947002,15716.728962
12.119764,0.724409,-27.559054,1601.922307,-4906.002772,8.58424665,-326.5747899,4805.766921,-14718.008316
12.130145,0.724409,0,1530.807501,-7111.480581,8.58424665,0,4592.422503,-21334.441743
12.139796,-0.25,-97.440946,1421.060111,-10974.739011,-2.9625,-1154.6752101,4263.180333,-32924.217033
12.149773,-0.25,0,1035.679147,-38538.096424,-2.9625,0,3107.037441,-115614.289272
12.159755,-0.25,0,540.40909,-49527.005692,-2.9625,0,1621.22727,-148581.017076
12.169911,-0.25,0,245.155122,-29525.396778,-2.9625,0,735.465366,-88576.190334
12.179775,-1,-75,161.159056,-8399.606597,-11.85,-888.75,483.477168,-25198.819791
12.189944,-1,0,-408.321594,-56948.065002,-11.85,0,-1224.964782,-170844.195006
12.19977,-1,0,-861.326443,-45300.484863,-11.85,0,-2583.979329,-135901.454589
12.209819,-1,0,-1156.537327,-29521.088452,-11.85,0,-3469.611981,-88563.265356
12.219775,-1,0,-1331.114809,-17457.748141,-11.85,0,-3993.344427,-52373.244423
12.230051,-1,0,-1419.547164,-8843.23558,-11.85,0,-4258.641492,-26529.70674
12.239769,-1,0,-1504.66446,-8511.729537,-11.85,0,-4513.99338,-25535.188611
12.249919,-1,0,-1526.717557,-2205.309743,-11.85,0,-4580.152671,-6615.929229
12.259778,-1,0,-1565.435191,-3871.763373,-11.85,0,-4696.305573,-11615.290119
12.270185,-1,0,-1588.688538,-2325.334663,-11.85,0,-4766.065614,-6976.003989
12.279771,-1,0,-1614.465612,-2577.707427,-11.85,0,-4843.396836,-7733.122281
12.290246,-1,0,-1612.513102,195.251021,-11.85,0,-4837.539306,585.753063
12.29977,-1,0,-1619.433198,-692.009671,-11.85,0,-4858.299594,-2076.029013
12.310038,-1,0,-1677.008217,-5757.501896,-11.85,0,-5031.024651,-17272.505688
12.319775,-1,0,-1648.940556,2806.766165,-11.85,0,-4946.821668,8420.298495
12.329799,-1,0,-1589.951506,5898.904921,-11.85,0,-4769.854518,17696.714763
12.339776,-1,0,-1663.339987,-7338.848021,-11.85,0,-4990.019961,-22016.544063
12.350064,-1,0,-1623.508402,3983.158504,-11.85,0,-4870.525206,11949.475512
12.359783,-1,0,-1615.508885,799.951636,-11.85,0,-4846.526655,2399.854908
12.370309,-1,0,-1632.78635,-1727.746461,-11.85,0,-4898.35905,-5183.239383
12.379805,-1,0,-1636.393389,-360.703906,-11.85,0,-4909.180167,-1082.111718
12.38985,-1,0,-1633.986928,240.646087,-11.85,0,-4901.960784,721.938261
12.399797,-1,0,-1663.755095,-2976.816715,-11.85,0,-4991.265285,-8930.450145
12.410174,-1,0,-1637.063109,2669.198647,-11.85,0,-4911.189327,8007.595941
12.41978,-1,0,-1691.761123,-5469.801455,-11.85,0,-5075.283369,-16409.404365
12.430015,-1,0,-1642.845408,4891.571508,-11.85,0,-4928.536224,14674.714524
12.439777,-1,0,-1683.926918,-4108.150932,-11.85,0,-5051.780754,-12324.452796
12.449892,-1,0,-1626.01626,5791.065741,-11.85,0,-4878.04878,17373.197223
12.459784,-1,0,-1621.139661,487.659898,-11.85,0,-4863.418983,1462.979694
12.469977,-1,0,-1671.402307,-5026.264535,-11.85,0,-5014.206921,-15078.793605
12.47977,-1,0,-1633.45312,3794.918664,-11.85,0,-4900.35936,11384.755992
12.49006,-1,0,-1641.766541,-831.34209,-11.85,0,-4925.299623,-2494.02627
12.499777,-1,0,-1657.275439,-1550.889838,-11.85,0,-4971.826317,-4652.669514
12.510136,-1,0,-1636.259511,2101.592842,-11.85,0,-4908.778533,6304.778526
12.519773,-1,0,-1638.404194,-214.468356,-11.85,0,-4915.212582,-643.405068
12.530159,-1,0,-1607.329422,3107.477215,-11.85,0,-4821.988266,9322.431645
12.539764,-1,0,-1622.060016,-1473.059406,-11.85,0,-4866.180048,-4419.178218
12.54988,-1,0,-1617.207083,485.293285,-11.85,0,-4851.621249,1455.879855
12.559778,-0.820313,17.96875,-1620.351616,-314.453293,-9.72070905,212.9296875,-4861.054848,-943.359879
12.569824,-0.820313,0,-1562.133875,5821.774143,-9.72070905,0,-4686.401625,17465.322429
12.57979,-0.328125,49.21875,-1506.477855,5565.60201,-3.88828125,583.2421875,-4519.433565,16696.80603
12.589786,-0.328125,0,-1347.345729,15913.212586,-3.88828125,0,-4042.037187,47739.637758
12.599773,0.740157,106.828249,-1098.237329,24910.839983,8.77086045,1265.91475065,-3294.711987,74732.519949
12.609935,0.740157,0,-612.763871,48547.345764,8.77086045,0,-1838.291613,145642.037292
12.619766,1,25.984251,-196.980292,41578.357932,11.85,307.91337435,-590.940876,124735.073796
12.629848,1,0,506.829528,70380.982001,11.85,0,1520.488584,211142.946003
12.6398,1,0,919.58251,41275.298165,11.85,0,2758.74753,123825.894495
12.649746,1,0,1141.813199,22223.068982,11.85,0,3425.439597,66669.206946
12.659776,1,0,1302.337696,16052.44968,11.85,0,3907.013088,48157.34904
12.670106,1,0,1434.617316,13227.961967,11.85,0,4303.851948,39683.885901
12.679779,1,0,1471.778644,3716.132866,11.85,0,4415.335932,11148.398598
12.690075,1,0,1506.13751,3435.886586,11.85,0,4518.41253,10307.659758
12.699764,1,0,1508.295626,215.811559,11.85,0,4524.886878,647.434677
12.710085,1,0,1538.106591,2981.096484,11.85,0,4614.319773,8943.289452
12.719789,1,0,1577.411468,3930.487699,11.85,0,4732.234404,11791.463097
12.730066,1,0,1553.51872,-2389.274788,11.85,0,4660.55616,-7167.824364
12.739783,1,0,1579.5293,2601.058037,11.85,0,4738.5879,7803.174111
12.749812,1,0,1584.283904,475.460341,11.85,0,4752.851712,1426.381023
12.759778,1,0,1604.235181,1995.12772,11.85,0,4812.705543,5985.38316
12.769885,1,0,1587.931719,-1630.346194,11.85,0,4763.795157,-4891.038582
12.779756,1,0,1595.405233,747.351399,11.85,0,4786.215699,2242.054197
12.789918,1,0,1594.133588,-127.164453,11.85,0,4782.400764,-381.493359
12.799782,1,0,1593.625498,-50.809039,11.85,0,4780.876494,-152.427117
12.809903,1,0,1613.033309,1940.781113,11.85,0,4839.099927,5822.343339
12.819784,1,0,1592.229918,-2080.339114,11.85,0,4776.689754,-6241.017342
12.829991,1,0,1633.45312,4122.32019,11.85,0,4900.35936,12366.96057
12.83979,1,0,1600.768369,-3268.475108,11.85,0,4802.305107,-9805.425324
12.850014,1,0,1635.456701,3468.833247,11.85,0,4906.370103,10406.499741
12.859783,1,0,1605.909748,-2954.695341,11.85,0,4817.729244,-8864.086023
12.870049,1,0,1609.39889,348.914164,11.85,0,4828.19667,1046.742492
12.879755,1,0,1635.189273,2579.038364,11.85,0,4905.567819,7737.115092
12.889779,1,0,1579.155152,-5603.412116,11.85,0,4737.465456,-16810.236348
12.899766,1,0,1635.322976,5616.782429,11.85,0,4905.968928,16850.347287
12.90982,1,0,1606.425703,-2889.727348,11.85,0,4819.277109,-8669.182044
12.919783,1,0,1607.329422,90.371935,11.85,0,4821.988266,271.115805
12.929893,1,0,1634.654679,2732.525703,11.85,0,4903.964037,8197.577109
12.93979,1,0,1585.037248,-4961.743082,11.85,0,4755.111744,-14885.229246
12.950181,1,0,1578.158289,-687.89591,11.85,0,4734.474867,-2063.68773
12.959759,1,0,1581.903029,374.474007,11.85,0,4745.709087,1123.422021
12.969972,1,0,1612.903226,3100.019646,11.85,0,4838.709678,9300.058938
12.979774,1,0,1578.03377,-3486.945588,11.85,0,4734.10131,-10460.836764
12.989757,1,0,1590.583744,1254.997431,11.85,0,4771.751232,3764.992293
12.999779,1,0,1591.216485,63.274077,11.85,0,4773.649455,189.822231
13.01029,1,0,1647.989453,5677.296786,11.85,0,4943.968359,17031.890358
13.019778,1,0,1583.405906,-6458.354676,11.85,0,4750.217718,-19375.064028
13.030003,1,0,1634.788295,5138.238881,11.85,0,4904.364885,15414.716643
13.039778,1,0,1619.695497,-1509.279767,11.85,0,4859.086491,-4527.839301
13.049768,1,0,1577.287066,-4240.8431,11.85,0,4731.861198,-12722.5293
13.059785,1,0,1635.322976,5803.591004,11.85,0,4905.968928,17410.773012
13.069865,1,0,1603.977865,-3134.511118,11.85,0,4811.933595,-9403.533354
13.079787,1,0,1568.38143,-3559.643474,11.85,0,4705.14429,-10678.930422
13.089966,1,0,1607.329422,3894.79918,11.85,0,4821.988266,11684.39754
13.099762,0.259843,-74.015749,1630.922287,2359.286439,3.07913955,-877.08662565,4892.766861,7077.859317
13.110134,0.259843,0,1378.549766,-25237.252091,3.07913955,0,4135.649298,-75711.756273
13.119764,-0.492188,-75.203001,1046.955976,-33159.379015,-5.8324278,-891.15556185,3140.867928,-99478.137045
13.130217,-0.492188,0,596.445187,-45051.078881,-5.8324278,0,1789.335561,-135153.236643
13.139763,-0.929688,-43.75,175.567962,-42087.722433,-11.0168028,-518.4375,526.703886,-126263.167299
13.149901,-0.929688,0,-362.122035,-53768.999748,-11.0168028,0,-1086.366105,-161306.999244
13.159788,-1,-7.03125,-804.537592,-44241.555689,-11.85,-83.3203125,-2413.612776,-132724.667067
13.170037,-1,0,-1083.012942,-27847.534999,-11.85,0,-3249.038826,-83542.604997
13.179758,-1,0,-1243.935813,-16092.287091,-11.85,0,-3731.807439,-48276.861273
13.189921,-1,0,-1425.618362,-18168.254905,-11.85,0,-4276.855086,-54504.764715
13.199775,-1,0,-1459.960581,-3434.22191,-11.85,0,-4379.881743,-10302.66573
13.209903,-1,0,-1545.356205,-8539.562354,-11.85,0,-4636.068615,-25618.687062
13.219774,-1,0,-1536.688436,866.776819,-11.85,0,-4610.065308,2600.330457
13.230139,-1,0,-1555.089029,-1840.059243,-11.85,0,-4665.267087,-5520.177729
13.239775,-1,0,-1620.876894,-6578.786555,-11.85,0,-4862.630682,-19736.359665
13.250004,-1,0,-1628.399284,-752.23891,-11.85,0,-4885.197852,-2256.71673
13.259765,-1,0,-1583.531275,4486.800876,-11.85,0,-4750.593825,13460.402628
13.270062,-1,0,-1631.853786,-4832.251116,-11.85,0,-4895.561358,-14496.753348
13.279778,-1,0,-1605.26527,2658.851581,-11.85,0,-4815.79581,7976.554743
13.289772,-1,0,-1612.643122,-737.785199,-11.85,0,-4837.929366,-2213.355597
13.299781,-1,0,-1606.554743,608.837872,-11.85,0,-4819.664229,1826.513616
13.309802,-1,0,-1638.538424,-3198.368037,-11.85,0,-4915.615272,-9595.104111
13.319769,-1,0,-1629.859017,867.940653,-11.85,0,-4889.577051,2603.821959
13.329919,-1,0,-1643.115347,-1325.63295,-11.85,0,-4929.346041,-3976.89885
13.339798,-1,0,-1620.089105,2302.62418,-11.85,0,-4860.267315,6907.87254
13.349884,-1,0,-1639.075561,-1898.645648,-11.85,0,-4917.226683,-5695.936944
13.359783,-1,0,-1645.684193,-660.863182,-11.85,0,-4937.052579,-1982.589546
13.370166,-1,0,-1610.954491,3472.970267,-11.85,0,-4832.863473,10418.910801
13.379767,-1,0,-1623.508402,-1255.391112,-11.85,0,-4870.525206,-3766.173336
13.390163,-1,0,-1616.814875,669.352696,-11.85,0,-4850.444625,2008.058088
13.399774,-1,0,-1666.250104,-4943.522944,-11.85,0,-4998.750312,-14830.568832
13.409836,-1,0,-1635.724217,3052.588724,-11.85,0,-4907.172651,9157.766172
13.419796,-1,0,-1635.858008,-13.379063,-11.85,0,-4907.574024,-40.137189
13.429794,-1,0,-1640.0164,-415.839264,-11.85,0,-4920.0492,-1247.517792
13.439807,-1,0,-1644.466371,-444.99705,-11.85,0,-4933.399113,-1334.99115
13.449897,-1,0,-1687.763713,-4329.734242,-11.85,0,-5063.291139,-12989.202726
13.459792,-1,0,-1666.250104,2151.360894,-11.85,0,-4998.750312,6454.082682
13.469776,-1,0,-1657.138122,911.198168,-11.85,0,-4971.414366,2733.594504
13.479755,-1,0,-1610.565308,4657.281404,-11.85,0,-4831.695924,13971.844212
13.48996,-1,0,-1641.901322,-3133.601331,-11.85,0,-4925.703966,-9400.803993
13.499758,-1,0,-1633.986928,791.439363,-11.85,0,-4901.960784,2374.318089
13.509954,-1,0,-1652.619402,-1863.247365,-11.85,0,-4957.858206,-5589.742095
13.519756,-1,0,-1660.440017,-782.061485,-11.85,0,-4981.320051,-2346.184455
13.529869,-1,0,-1654.807215,563.280164,-11.85,0,-4964.421645,1689.840492
13.539782,-1,0,-1687.763713,-3295.649812,-11.85,0,-5063.291139,-9886.949436
13.550056,-1,0,-1641.631782,4613.193109,-11.85,0,-4924.895346,13839.579327
13.559769,-1,0,-1681.096075,-3946.429265,-11.85,0,-5043.288225,-11839.287795
13.569928,-1,0,-1610.565308,7053.076622,-11.85,0,-4831.695924,21159.229866
13.579774,-1,0,-1621.139661,-1057.435276,-11.85,0,-4863.418983,-3172.305828
13.589964,-1,0,-1669.867246,-4872.758437,-11.85,0,-5009.601738,-14618.275311
13.599756,-1,0,-1639.881929,2998.531705,-11.85,0,-4919.645787,8995.595115
13.60989,-1,0,-1637.733377,214.855149,-11.85,0,-4913.200131,644.565447
13.619774,-1,0,-1657.550141,-1981.676389,-11.85,0,-4972.650423,-5945.029167
13.630134,-1,0,-1637.867497,1968.264437,-11.85,0,-4913.602491,5904.793311
13.639774,-1,0,-1640.554507,-268.70109,-11.85,0,-4921.663521,-806.10327
13.650025,-1,0,-1673.780233,-3322.572523,-11.85,0,-5021.340699,-9967.717569
13.659772,-1,0,-1640.823693,3295.653916,-11.85,0,-4922.471079,9886.961748
13.669866,-1,0,-1674.200569,-3337.687573,-11.85,0,-5022.601707,-10013.062719
13.679763,-1,0,-1619.433198,5476.737085,-11.85,0,-4858.299594,16430.211255
13.689774,-1,0,-1611.343861,808.93376,-11.85,0,-4834.031583,2426.80128
13.699766,-1,0,-1666.388935,-5504.50744,-11.85,0,-4999.166805,-16513.52232
13.710082,-1,0,-1609.787508,5660.142713,-11.85,0,-4829.362524,16980.428139
13.719761,-1,0,-1639.747479,-2995.997084,-11.85,0,-4919.242437,-8987.991252
13.729965,-1,0,-1619.433198,2031.428051,-11.85,0,-4858.299594,6094.284153
13.739782,-1,0,-1639.747479,-2031.428051,-11.85,0,-4919.242437,-6094.284153
13.750112,-1,0,-1645.684193,-593.671432,-11.85,0,-4937.052579,-1781.014296
13.759768,-1,0,-1674.340728,-2865.653513,-11.85,0,-5023.022184,-8596.960539
13.769897,-1,0,-1621.66545,5267.527792,-11.85,0,-4864.99635,15802.583376
13.779751,-1,0,-1611.21405,1045.140063,-11.85,0,-4833.64215,3135.420189
13.790039,-1,0,-1665.140288,-5392.623828,-11.85,0,-4995.420864,-16177.871484
13.799754,-1,0,-1607.587814,5755.247358,-11.85,0,-4822.763442,17265.742074
13.809848,-1,0,-1636.259511,-2867.169627,-11.85,0,-4908.778533,-8601.508881
13.819777,-1,0,-1606.425703,2983.380795,-11.85,0,-4819.277109,8950.142385
13.829932,-1,0,-1642.440667,-3601.496402,-11.85,0,-4927.322001,-10804.489206
13.839786,-1,0,-1618.908855,2353.18114,-11.85,0,-4856.726565,7059.54342
13.849827,-1,0,-1635.055592,-1614.673646,-11.85,0,-4905.166776,-4844.020938
13.859762,-1,0,-1644.331168,-927.557641,-11.85,0,-4932.993504,-2782.672923
13.869854,-1,0,-1605.26527,3906.589821,-11.85,0,-4815.79581,11719.769463
13.879781,-1,0,-1624.431449,-1916.617891,-11.85,0,-4873.294347,-5749.853673
13.890145,-1,0,-1632.653061,-822.161223,-11.85,0,-4897.959183,-2466.483669
13.89979,-1,0,-1664.031949,-3137.888819,-11.85,0,-4992.095847,-9413.666457
13.909965,-1,0,-1634.387513,2964.443613,-11.85,0,-4903.162539,8893.330839
13.919775,-1,0,-1631.853786,253.372738,-11.85,0,-4895.561358,760.118214
13.930124,-1,0,-1640.150894,-829.710798,-11.85,0,-4920.452682,-2489.132394
13.939768,-1,0,-1639.478646,67.224809,-11.85,0,-4918.435938,201.674427
13.949818,-1,0,-1593.75249,4572.615555,-11.85,0,-4781.25747,13717.846665
13.959765,-1,0,-1662.786831,-6903.434049,-11.85,0,-4988.360493,-20710.302147
13.970004,-1,0,-1658.099818,468.701312,-11.85,0,-4974.299454,1406.103936
13.97976,-0.945313,5.46875,-1605.651895,5244.792294,-11.20195905,64.8046875,-4816.955685,15734.376882
13.990017,-0.945313,0,-1630.523398,-2487.150334,-11.20195905,0,-4891.570194,-7461.451002
13.999762,-0.929688,1.5625,-1582.779361,4774.403745,-11.0168028,18.515625,-4748.338083,14323.211235
14.009799,-0.929688,0,-1571.709234,1107.012677,-11.0168028,0,-4715.127702,3321.038031
14.019761,-0.898438,3.125,-1560.671089,1103.814522,-10.6464903,37.03125,-4682.013267,3311.443566
14.030413,-0.898438,0,-1578.03377,-1736.268135,-10.6464903,0,-4734.10131,-5208.804405
14.039761,-0.898438,0,-1534.566101,4346.766849,-10.6464903,0,-4603.698303,13040.300547
14.050183,-0.898438,0,-1479.72773,5483.837134,-10.6464903,0,-4439.18319,16451.511402
14.059763,-0.898438,0,-1527.067267,-4733.953722,-10.6464903,0,-4581.201801,-14201.861166
14.070378,-0.898438,0,-1499.362771,2770.449649,-10.6464903,0,-4498.088313,8311.348947
14.079762,-0.898438,0,-1480.713704,1864.906682,-10.6464903,0,-4442.141112,5594.720046
14.089784,-0.898438,0,-1454.757056,2595.664843,-10.6464903,0,-4364.271168,7786.994529
14.099778,-0.882813,1.5625,-1507.045437,-5228.838185,-10.46133405,18.515625,-4521.136311,-15686.514555
14.110144,-0.882813,0,-1508.978422,-193.298419,-10.46133405,0,-4526.935266,-579.895257
14.119773,-0.882813,0,-1479.837218,2914.12037,-10.46133405,0,-4439.511654,8742.36111
14.130357,-0.882813,0,-1433.58899,4624.822787,-10.46133405,0,-4300.76697,13874.468361
14.139761,-0.867188,1.5625,-1442.273022,-868.403225,-10.2761778,18.515625,-4326.819066,-2605.209675
14.149983,-0.867188,0,-1432.76739,950.563207,-10.2761778,0,-4298.30217,2851.689621
14.159773,-0.867188,0,-1453.594011,-2082.662098,-10.2761778,0,-4360.782033,-6247.986294
14.170023,-0.867188,0,-1473.622163,-2002.815208,-10.2761778,0,-4420.866489,-6008.445624
14.179765,-0.851563,1.5625,-1441.026011,3259.615276,-10.09102155,18.515625,-4323.078033,9778.845828
14.189901,-0.851563,0,-1429.490387,1153.562384,-10.09102155,0,-4288.471161,3460.687152
14.199758,-0.851563,0,-1457.088737,-2759.835003,-10.09102155,0,-4371.266211,-8279.505009
14.20978,-0.851563,0,-1441.857112,1523.162474,-10.09102155,0,-4325.571336,4569.487422
14.219769,-0.851563,0,-1396.55052,4530.659175,-10.09102155,0,-4189.65156,13591.977525
14.229777,-0.851563,0,-1421.363087,-2481.256699,-10.09102155,0,-4264.089261,-7443.770097
14.239822,-0.851563,0,-1443.522194,-2215.910695,-10.09102155,0,-4330.566582,-6647.732085
14.249782,-0.851563,0,-1415.027593,2849.460112,-10.09102155,0,-4245.082779,8548.380336
14.259771,-0.851563,0,-1410.636197,439.139611,-10.09102155,0,-4231.908591,1317.418833
14.269848,-0.851563,0,-1448.540595,-3790.439843,-10.09102155,0,-4345.621785,-11371.319529
14.279772,-0.851563,0,-1406.271973,4226.862235,-10.09102155,0,-4218.815919,12680.586705
14.2899,-0.851563,0,-1442.689173,-3641.719962,-10.09102155,0,-4328.067519,-10925.159886
14.299764,-0.851563,0,-1420.051122,2263.805078,-10.09102155,0,-4260.153366,6791.415234
14.310003,-0.851563,0,-1385.809313,3424.18092,-10.09102155,0,-4157.427939,10272.54276
14.319762,-0.851563,0,-1411.233418,-2542.410537,-10.09102155,0,-4233.700254,-7627.231611
14.330044,-0.851563,0,-1396.453009,1478.040865,-10.09102155,0,-4189.359027,4434.122595
14.33976,-0.851563,0,-1422.272792,-2581.978257,-10.09102155,0,-4266.818376,-7745.934771
14.350053,-0.851563,0,-1392.175971,3009.682088,-10.09102155,0,-4176.527913,9029.046264
14.359776,-0.851563,0,-1384.562132,761.383882,-10.09102155,0,-4153.686396,2284.151646
